Data,Label
"স্বপ্ন সেটা নয় যেটা তুমি ঘুমিয়ে দেখো,স্বপ্ন সেটা যেটা তোমায় ঘুমোতে দেয় না।’",Metaphor
স্বপ্নেরও অগোচর,Metaphor
স্বভাব যায় না মলে,Metaphor
স্বভাব যায় না মলে ইল্লৎ যায় না ধুলে;,Metaphor
স্বভাবে করে না অভাবে করে,Metaphor
স্বয়ং অসিদ্ধঃ কথং পরাণ্‌ সাধয়েৎ,Metaphor
স্বর্গে বাতি দেওয়া১,Metaphor
স্বর্গে বাতি দেওয়া২,Metaphor
স্বর্গের দাসত্ব অপেক্ষা নরকের প্রভুত্ব/রাজত্ব ভাল,Metaphor
স্বল্পাবিদ্যা ভয়ঙ্করী,Metaphor
"স্বাধীনতা-হীনতায় কে বাঁচিতে চায় হে, কে বাঁচিতে চায়",Metaphor
স্বামী ভাল হলে স্ত্রী ভালো হয়,Metaphor
স্বামীর হাতে ধন থাকলে স্ত্রীর নাম লক্ষ্মী,Metaphor
স্বার্থমগ্ন যে জন বিমুখ বৃহৎ জগৎ হতে সে কভু শেখেনি বাঁচিতে,Metaphor
স্বার্থের টানে জগৎ চলে,Metaphor
স্বাস্থ্যই সম্পদ,Metaphor
স্রোতে গা ঢালা/ স্রোতে ভাসা,Metaphor
হওয়া ছেলে যায় গড়াগড়ি পেটের ছেলের জন্য বালা গড়ি,Metaphor
হওয়া ভাতে কাঠি,Metaphor
হংসমধ্যে বকো যথা,Metaphor
হক কথায় আহাম্মক রুষ্ট,Metaphor
"হক কথায় দেবতা তুষ্ট, হক কথায় মানুষ রুষ্ট",Metaphor
হক কথায় বন্ধু বেজার,Metaphor
হক কথার ভাত নেই,Metaphor
হক কথার মার নেই,Metaphor
হতা রূপবতী বন্ধ্যা,Metaphor
হবচন্দ্র রাজার গবচন্দ্র মন্ত্রী,Metaphor
হবুছেলের অন্নপ্রাশন,Metaphor
হ-য-ব-র-ল,Metaphor
"হয় না-হয় বিয়ে, ঢাক বাজাও গিয়ে",Metaphor
"হয় যদি তিলটা, কয় তবে তালটা",Metaphor
হর চমকনেওয়ালী চিজ সোনা নহি হোতী,Metaphor
হরি ঘোষের গোয়াল,Metaphor
হরিণের শত্রু তার মাংস,Metaphor
হরিণের শিঙে মাছি বসে না,Metaphor
হরিনামে খোঁজ নেই স্ফটিকের রাঙা থোপ (গুচ্ছ),Metaphor
"হরি বড় দয়াময়, কথায় বটে কাজে নয়",Metaphor
"হরি বাঁচান প্রাণ, বৈদ্যের বাড়ে মান",Metaphor
হরি মটর খেয়ে থাকা,Metaphor
হরির খুড়ো মাধাই দাস,Metaphor
হরিষে বিষাদ১,Metaphor
হরিষে বিষাদ২,Metaphor
হরিস্মৃতি সর্ববিপদবিনাশিনী,Metaphor
হরিহর আত্মা,Metaphor
হরেদরে কাশ্যপ গোত্র,Metaphor
হরেদরে হাঁটুজল,Metaphor
হর্তা-কর্তা-বিধাতা,Metaphor
হলদে চোখে (=ন্যাবা) সব মন্দ দেখে,Metaphor
হলুদ খেলে রাঙা ছেলে হয় না,Metaphor
"হলুদ জব্দ শিলে, বউ/ঝি জব্দ কিলে, পাড়াপড়শি জব্দ হয় চোখে আঙুল দিলে",Metaphor
হলুদ গুঁড়ো/হলুদের গুঁড়া,Metaphor
"হলেও বাঁশ, মলেও বাঁশ১",Metaphor
"হলেও বাঁশ, মলেও বাঁশ২",Metaphor
হয়ত পুত নয়ত ভূত,Metaphor
হাঁ করলেই বোঝা যায়১,Metaphor
হাঁ করলেই বোঝা যায়২,Metaphor
"হাঁচি জেটি পড়ে যবে, অষ্টগুণ তার লভ্য না হবে- খনা",Metaphor
হাঁটু জলে ডুবে মরা,Metaphor
হাঁড়ি বলে কড়া তুই বেজায় কালা,Metaphor
হাঁড়ির খবর,Metaphor
হাঁড়ির ভাত একটা টিপলেই সবার খবর মেলে,Metaphor
হাঁড়ির মুখের মতো সরা,Metaphor
হাঁড়ির হাল,Metaphor
হাঁসের দলে বক শোভা পায় না,Metaphor
হা হতোহস্মি,Metaphor
হাঁ মুখে মাছি ঢোকে১,Metaphor
হাঁ মুখে মাছি ঢোকে২,Metaphor
হাকিম নড়ে তো হুকুম নড়ে না,Metaphor
হাগার নাই বাঘার ভয়১,Metaphor
হাগার নাই বাঘার ভয়২,Metaphor
হাগুন্তির লাজ নেই দেখুন্তির লাজ,Metaphor
হাজার তেল মালিশ করলেও কুত্তার লেজ সোজা হয় না,Metaphor
হাজার বছর ঝরণার জলে নেয়েও নুড়িপাথর রসজ্ঞ হয় না,Metaphor
হাজার বই পড়া থেকে হাজার মাইল হাঁটা ভাল,Metaphor
হাজার মূর্খের চেয়ে একজন বিদ্বান অনেক বেশি কাম্য,Metaphor
হাজারে বেজার নেই,Metaphor
হাটকানা,Metaphor
হাটে কলা নৈবিদ্যায় নমোঃ,Metaphor
হাটে হাঁড়ি ভাঙা,Metaphor
"হাটে কি দর চাউল, না মামার ভতে আছি",Metaphor
হাটেবাজারে লজ্জা নাই ঘরে লজ্জাবতী/ ফুলেরকুঁড়ি,Metaphor
হাটের দুয়ারে আগড় নাই,Metaphor
হাটের নেড়া হুজুগ চায়১,Metaphor
হাটের নেড়া হুজুগ চায়২,Metaphor
হাড় এক ঠাঁই মাস এক ঠাঁই করা,Metaphor
"হাড় খাব মাস খাব, চাম দিয়ে ডুগডুগি বাজাব১",Metaphor
"হাড় খাব মাস খাব, চাম দিয়ে ডুগডুগি বাজাব২",Metaphor
হাড়পেকের বোঝা,Metaphor
হাড়ভাঙা দ,Metaphor
হাড়ির ঘরের লক্ষ্মী শুঁড়ির ঘরে যায়,Metaphor
হাড়ে দূর্বা গজানো১,Metaphor
